exp_group,predict_1,predict_2,predict_3
3,182.86900000000003,106.089,88.3768
3,82.0582,70.0209,76.122
3,109.04299999999999,203.421,299.876
3,401.30199999999996,354.101,254.31099999999998
3,2034.81,642.755,643.739
3,79.6286,79.033,84.1695
3,106.613,167.123,257.86
3,99.5099,76.0087,76.2921
3,186.78599999999997,363.431,545.2
3,251.959,149.451,121.708
3,85.2693,85.7026,103.837
3,68.9369,70.5527,80.3332
3,127.711,239.03099999999998,356.681
3,104.333,188.57299999999998,277.77099999999996
3,69.5393,82.7645,106.559
3,720.893,1444.35,2175.34
3,311.7,198.261,139.561
3,72.0544,96.95,129.599
3,104.721,199.67,293.966
3,211.56400000000002,415.045,618.842
3,429.421,328.245,268.569
3,208.9,410.23199999999997,615.523
3,208.821,413.57800000000003,616.863
3,521.201,257.79200000000003,220.292
3,76.1477,73.0233,80.4622
3,83.8801,99.3055,132.438
3,416.474,174.55700000000002,136.969
3,946.177,1593.88,-3208.67
3,82.8896,141.851,206.493
3,551.873,1108.07,1655.51
3,82.3674,129.683,187.27200000000002
3,96.1215,76.2496,80.8366
3,658.77,1651.28,800.9889999999999
3,93.398,163.36,238.882
3,91.0557,159.16299999999998,233.392
3,9300.59,-1057.28,-1350.69
3,80.5109,140.19299999999998,201.455
3,3332.76,-6262.81,-914.4739999999999
3,837.687,664.925,447.869
3,535.7,376.95300000000003,263.733
3,326.552,642.956,965.8560000000001
3,580.47,1151.07,1733.51
3,86.1704,81.1647,92.1967
3,199.153,110.458,87.3778
3,83.6226,71.4609,76.7444
3,309.203,619.556,928.6160000000001
3,140.626,87.4341,92.2393
3,325.02,118.14399999999999,97.4711
3,94.9042,171.325,253.141
3,413.12300000000005,342.533,347.62800000000004
3,173.00099999999998,322.814,479.92800000000005
3,70.2163,69.1471,79.8644
3,65.4954,70.5208,87.9986
3,68.087,73.0974,87.4629
3,123.588,228.834,341.149
3,125.291,233.91099999999997,340.38
3,86.6188,72.6577,77.9235
3,79.1551,139.763,202.498
3,73.8035,114.76299999999999,162.119
3,710.925,255.237,204.24200000000002
3,64.8569,69.7283,82.8411
3,134.991,78.5733,72.2157
3,217.794,426.286,634.955
3,94.094,72.1483,76.4447
3,92.9198,168.893,244.672
3,77.4411,82.9947,99.8085
3,772.06,1541.31,2297.08
3,1401.23,2798.86,4194.68
3,313.494,223.12099999999998,244.415
3,110.87899999999999,196.528,283.387
3,71.6821,114.913,167.113
3,92.3906,69.8468,76.0839
3,1007.62,2018.76,3032.37
3,87.8177,74.5806,78.3027
3,112.38,70.2077,69.9068
3,324.497,234.36599999999999,213.071
3,86.0492,67.7207,69.0605
3,293.16200000000003,183.33,129.083
3,76.5749,124.36399999999999,179.205
3,652.354,799.933,446.61699999999996
3,1576.0,3159.71,4737.75
3,79.1448,133.22299999999998,192.041
3,72.7928,111.744,157.683
3,80.1109,139.283,203.63099999999997
3,67.9076,101.712,143.209
3,195.327,381.03,573.607
3,78.1162,127.676,183.68099999999998
3,87.0302,86.0708,99.8836
3,69.6935,67.2876,81.1459
3,72.5548,87.346,116.1
3,65.402,92.37200000000001,124.376
3,83.40299999999999,80.297,93.0611
3,459.665,380.42,363.171
3,72.796,74.2303,86.8488
3,666.299,1335.79,1993.65
3,72.0811,112.18,156.673
3,61.8697,70.8061,90.4093
3,172.395,332.311,496.233
3,77.4558,119.92200000000001,168.91099999999997
3,105.6,72.9237,70.7949
3,114.95,208.363,310.834
3,2506.45,960.1419999999999,752.878
3,64.3731,73.2986,91.294
3,83.1776,138.855,199.926
3,69.3722,92.4267,127.125
3,438.023,221.773,177.93900000000002
3,120.205,221.832,327.42900000000003
3,75.3539,124.198,177.85299999999998
3,84.079,147.923,216.388
3,76.6831,114.15700000000001,160.942
3,89.6785,159.05700000000002,233.361
3,288.193,146.607,105.945
3,292.433,191.331,139.139
3,180.72099999999998,90.0197,84.5246
3,76.9855,122.081,171.486
3,298.618,159.30200000000002,106.944
3,1283.81,2564.52,3846.23
3,69.4124,71.3012,82.7433
3,79.9307,85.5789,108.199
3,135.52,258.45099999999996,381.32800000000003
3,77.9346,123.037,175.51
3,96.9759,180.942,265.77099999999996
3,71.5431,107.961,149.645
3,568.794,398.093,488.07599999999996
3,354.796,707.703,1060.99
3,66.8638,85.6012,116.99700000000001
3,496.909,302.744,197.19799999999998
3,200.643,110.775,85.1617
3,73.4679,119.169,170.679
3,193.90900000000002,376.64599999999996,564.523
3,99.65799999999999,176.731,262.758
3,152.17600000000002,290.55400000000003,430.912
3,170.13299999999998,332.611,494.506
3,69.5939,91.986,125.947
3,79.0061,101.28299999999999,139.657
3,164.937,322.846,483.11699999999996
3,217.59,423.64099999999996,628.366
3,325.862,133.374,96.821
3,81.3125,139.263,203.993
3,121.8,229.56099999999998,337.80300000000005
3,229.024,450.26300000000003,674.028
3,86.2096,149.054,217.896
3,203.28599999999997,397.298,590.601
3,120.022,76.0281,78.4688
3,111.95299999999999,204.354,314.81
3,131.07399999999998,236.232,351.68699999999995
3,72.4375,74.369,86.5101
3,427.749,330.7,218.53799999999998
3,74.8924,80.6906,98.8219
3,84.4848,151.60399999999998,222.03
3,437.68800000000005,871.0880000000001,1307.3
3,541.403,1082.47,1626.43
3,77.4536,84.4351,113.064
3,113.242,76.2417,80.9472
3,98.3504,172.886,254.32
3,225.231,117.588,92.4623
3,70.266,93.6353,129.213
3,100.352,183.25,276.08
3,271.556,539.941,808.72
3,301.416,185.925,144.64600000000002
3,105.36,75.2642,82.454
3,105.449,193.148,284.411
3,325.008,649.105,972.295
3,867.893,1729.85,2593.74
3,105.375,188.62400000000002,278.82599999999996
3,85.6922,142.139,200.68099999999998
3,1123.96,567.419,298.097
3,560.68,647.1419999999999,412.455
3,188.08900000000003,105.913,81.1721
3,285.608,154.806,90.7351
3,139.298,82.4734,80.4038
3,338.666,178.118,139.168
3,72.9701,118.044,168.929
3,713.559,391.12,428.38800000000003
3,207.282,119.68,96.2962
3,69.4154,96.5349,129.4
3,70.1793,91.6476,126.18799999999999
3,69.3587,72.1342,82.1732
3,163.004,314.005,468.537
3,141.23,271.39599999999996,400.918
3,965.398,579.98,444.111
3,80.7994,98.2575,140.815
3,296.986,135.03,89.6386
3,123.542,80.7237,79.1456
3,75.7348,78.6178,99.82600000000001
3,676.74,270.95599999999996,202.395
3,67.0109,77.7218,97.8556
3,760.9960000000001,1521.46,2283.21
3,69.9159,83.88799999999999,111.65700000000001
3,201.90599999999998,104.948,85.7874
3,65.7353,77.9049,103.443
3,74.4837,73.2708,86.2771
3,74.7883,70.8599,82.9213
3,75.4378,121.46700000000001,176.31099999999998
3,84.4298,69.009,77.4757
3,110.80799999999999,201.44400000000002,296.079
3,129.08100000000002,82.0059,82.4376
3,62.411,68.79,88.0204
3,107.689,202.493,300.724
3,104.4,196.938,294.137
3,96.9093,71.5946,72.6338
3,79.104,80.148,92.2577
3,85.4818,70.9248,78.2663
3,118.008,211.394,306.41700000000003
3,108.26899999999999,204.62900000000002,299.464
3,18200.3,-22575.9,-2435.18
3,251.114,117.419,92.2252
3,97.3764,82.4815,92.8185
3,263.75,515.795,771.995
3,80.8179,73.15100000000001,80.9438
3,77.7139,117.28299999999999,164.98
3,91.0546,155.548,227.60299999999998
3,113.963,208.30200000000002,307.591
3,511.186,1021.52,1537.38
3,848.689,1697.45,2541.15
3,145.236,278.536,410.722
3,153.77700000000002,298.395,444.904
3,1134.57,734.508,521.3009999999999
3,66.3409,84.0341,116.93
3,205.36900000000003,133.42,113.141
3,273.002,536.619,802.127
3,110.713,199.47099999999998,296.281
3,349.704,137.18,103.807
3,997.052,1001.22,-5604.53
3,75.9838,75.875,88.7047
3,215.821,119.427,89.9439
3,99.0579,82.1504,85.6565
3,8684.88,-3233.04,-11871.1
3,509.092,317.688,235.72099999999998
3,104.175,185.582,271.486
3,180.993,352.782,526.85
3,278.111,136.944,93.6843
3,115.24600000000001,215.393,319.693
3,197.58700000000002,146.467,112.51100000000001
3,460.87800000000004,916.834,1375.32
3,148.632,284.978,422.76199999999994
3,66.7722,77.10600000000001,95.461
3,71.1742,106.779,151.513
3,122.206,80.1955,75.9262
3,579.692,563.124,402.814
3,100.899,178.84799999999998,262.91900000000004
3,616.137,369.496,416.69699999999995
3,70.4974,81.0504,104.456
3,90.8122,162.832,240.014
3,77.9276,83.6319,103.314
3,172.32299999999998,336.88599999999997,500.311
3,323.83,160.06,116.736
3,237.99599999999998,467.728,698.3689999999999
3,589.3530000000001,260.29900000000004,206.919
3,899.7610000000001,455.16,282.203
3,96.6804,166.13400000000001,241.049
3,1461.73,584.0459999999999,639.528
3,65.4347,76.3804,97.6308
3,92.3806,68.7825,71.1078
3,189.718,374.214,559.823
3,89.6616,149.875,218.889
3,68.7113,72.9009,86.4159
3,90.5814,166.238,246.765
3,61.4186,70.5301,90.6661
3,70.7547,92.6909,127.506
3,107.68799999999999,77.3975,75.6182
3,84.7381,86.5516,98.4257
3,342.61699999999996,680.3810000000001,1019.4
3,76.6691,123.316,178.75599999999997
3,387.941,767.3710000000001,1151.4
3,68.6771,73.7733,94.5353
3,124.325,233.96200000000002,346.995
3,215.23,104.87700000000001,79.5729
3,82.744,139.737,202.37599999999998
3,266.77299999999997,113.574,85.1181
3,69.5689,97.0327,130.549
3,204.894,397.231,594.761
3,185.81799999999998,362.036,538.113
3,387.75300000000004,773.5089999999999,1157.57
3,81.2189,83.2596,99.1174
3,266.413,207.53099999999998,142.702
3,420.20599999999996,218.657,215.255
3,85.9647,69.7012,75.8967
3,5212.89,-6094.16,-1254.97
3,73.47,80.1126,98.9937
3,140.579,81.0454,75.0969
3,382.915,226.274,183.112
3,66.54,98.6407,141.618
3,84.1575,139.444,202.6
3,76.7105,136.203,195.50599999999997
3,181.956,116.42299999999999,106.113
3,108.96799999999999,74.5691,70.6015
3,67.7319,93.9929,128.547
3,97.7645,75.0966,77.0101
3,76.5761,71.9517,81.9218
3,129.681,80.2766,70.4076
3,68.7236,87.3727,113.602
3,76.8541,102.272,137.57299999999998
3,301.12,608.599,927.828
3,86.6127,156.243,229.762
3,149.969,92.1619,81.1894
3,333.399,180.516,135.911
3,119.516,220.0,324.383
3,87.7676,156.011,228.907
3,90.9422,73.4875,78.4805
3,71.508,111.48100000000001,156.613
3,201.585,106.59700000000001,83.0905
3,69.5088,72.1041,87.1696
3,119.98,226.032,331.772
3,861.209,718.0060000000001,490.272
3,265.862,528.525,789.488
3,349.666,212.16099999999997,204.53
3,95.7069,167.22400000000002,245.563
3,154.916,301.15,450.63800000000003
3,452.62199999999996,342.42400000000004,235.924
3,66.03699999999999,88.3595,117.51700000000001
3,417.89099999999996,401.115,253.899
3,129.333,79.7579,79.1264
3,203.27700000000002,401.582,599.1619999999999
3,76.111,126.725,184.558
3,77.3978,70.3127,76.8935
3,75.4984,121.656,173.2
3,148.89700000000002,89.3746,79.6804
3,756.9830000000001,603.039,481.68
3,522.904,291.70799999999997,261.28700000000003
3,66.5128,89.163,125.367
3,229.08599999999998,165.692,190.916
3,134.35399999999998,259.589,385.944
3,72.3401,79.7176,99.8665
3,760.0210000000001,1522.81,2285.24
3,371.9,241.207,145.762
3,577.505,468.725,308.07099999999997
3,97.1604,175.361,255.42700000000002
3,1300.32,2593.0,3892.66
3,102.689,188.16299999999998,278.839
3,573.854,439.25699999999995,289.466
3,834.809,481.67400000000004,389.07300000000004
3,133.394,255.85,381.366
3,82.8052,139.216,202.872
3,72.6019,106.93299999999999,146.93
3,856.697,622.418,459.853
3,94.3359,75.8627,83.6541
3,111.691,81.7191,80.9104
3,357.861,713.954,1067.25
3,137.782,258.18,386.38800000000003
3,146.45,280.059,417.86199999999997
3,7172.61,596.351,699.6419999999999
3,75.518,102.03,136.532
3,67.4737,89.43299999999999,122.385
3,121.639,81.7063,90.1377
3,72.247,89.5647,116.925
3,442.19300000000004,378.892,252.808
3,989.5010000000001,325.62,247.761
3,127.846,79.3992,77.4134
3,101.053,180.877,265.03700000000003
3,84.4864,141.099,204.285
3,81.0349,137.87,201.778
3,70.8788,80.2698,98.5064
3,261.07599999999996,514.72,769.942
3,299.469,190.524,146.308
3,84.0087,143.181,208.907
3,541.492,1078.4,1638.23
3,201.398,395.42800000000005,591.533
3,1286.38,481.61699999999996,381.381
3,66.9218,71.1771,85.0563
3,825.682,1650.59,2479.99
3,129.697,244.493,361.199
3,75.1458,88.7784,115.823
3,70.6398,70.2513,83.4061
3,74.7766,108.584,153.064
3,139.283,85.4563,82.0579
3,146.474,280.214,414.444
3,383.56699999999995,357.315,252.94299999999998
3,138.342,87.5525,85.8101
3,74.2178,76.8394,95.6343
3,1055.68,2110.56,3167.27
3,-4358.94,-407.906,-258.308
3,89.0289,75.5309,77.1693
3,100.104,182.94299999999998,268.225
3,1754.79,3515.02,5268.82
3,77.66199999999999,97.3254,129.236
3,174.84400000000002,337.42400000000004,503.18800000000005
3,60.6894,70.579,89.8151
3,71.8163,97.3707,128.94299999999998
3,226.52599999999998,447.875,667.988
3,303.39799999999997,283.223,156.735
3,83.1603,143.684,209.28900000000002
3,850.735,513.873,377.211
3,122.76700000000001,71.0414,66.9516
3,216.388,142.567,126.38
3,272.019,158.149,140.238
3,183.5,100.13799999999999,81.7465
3,116.035,213.389,316.657
3,256.748,508.051,761.185
3,215.9,431.00800000000004,646.605
3,108.764,196.602,288.85200000000003
3,242.393,478.17,709.948
3,64.4008,70.76,85.0245
3,82.7957,74.0043,80.4423
3,130.644,249.97799999999998,372.539
3,73.4857,73.6884,87.4883
3,131.293,249.94,372.88
3,82.9726,69.2632,75.2309
3,136.813,258.541,378.402
3,140.72,91.8203,81.9643
3,516.75,1029.35,1545.41
3,74.4199,71.455,82.0503
3,846.6460000000001,1689.42,2530.2
3,79.2352,74.0622,90.8783
3,70.6088,91.3151,121.059
3,78.9204,101.141,136.871
3,74.1749,109.4,151.16899999999998
3,64.2786,83.3305,113.95700000000001
3,79.1485,69.5863,76.9411
3,65.145,76.6673,101.023
3,1205.65,2406.38,3609.0
3,79.2045,134.10299999999998,194.734
3,76.4186,117.34299999999999,167.283
3,156.48,300.751,449.017
3,72.2394,73.8167,85.7278
3,151.218,288.612,427.27
3,69.3139,100.279,145.76
3,106.53299999999999,78.3088,77.7508
3,75.7387,122.45200000000001,173.25099999999998
3,73.2631,71.4289,80.9679
3,68.5476,92.4505,128.569
3,73.0126,74.5743,85.5547
3,79.967,87.2577,108.667
3,66.1583,89.1317,123.556
3,75.6546,126.351,180.736
3,64.4195,91.1861,125.19
3,149.284,283.79,421.353
3,449.86400000000003,895.315,1338.4
3,230.817,453.836,681.791
3,181.002,356.468,531.132
3,261.18,512.467,767.997
3,218.293,120.26799999999999,94.0451
3,85.8682,143.921,207.87099999999998
3,94.9364,71.7908,68.9939
3,241.92,143.254,106.755
3,167.05,323.072,480.452
3,70.3221,67.8704,81.5093
3,333.124,663.1489999999999,993.6389999999999
3,232.14700000000002,124.904,100.212
3,91.8753,163.129,236.44799999999998
3,290.084,173.903,128.749
3,72.3065,89.1357,117.555
3,397.79699999999997,793.855,1190.74
3,101.38,185.71900000000002,274.801
3,1193.14,2375.97,3565.76
3,192.209,108.353,87.0811
3,118.60600000000001,79.2365,80.7723
3,87.9825,156.74200000000002,228.72
3,414.211,212.356,170.63099999999997
3,252.918,494.88599999999997,737.023
3,221.18099999999998,145.371,125.95100000000001
3,2445.36,1281.75,836.794
3,213.47799999999998,126.235,99.35799999999999
3,146.09799999999998,279.92,415.186
3,177.285,102.4,78.2046
3,5183.7,-513.305,-382.62300000000005
3,2632.08,-2362.98,-662.245
3,66.4699,88.4845,120.26299999999999
3,134.111,255.424,377.57599999999996
3,100.186,178.21,260.423
3,62.8077,72.9031,94.8476
3,66.9012,97.23100000000001,137.249
3,111.43,73.1794,75.1082
3,78.9463,86.2189,117.245
3,108.727,89.7822,102.382
3,85.2688,142.542,206.86900000000003
3,347.945,282.89,216.452
3,170.363,324.158,487.686
3,111.87700000000001,201.09,295.052
3,542.288,425.881,400.2
3,813.336,650.7869999999999,416.973
3,78.8301,77.0179,81.1188
3,65.0899,67.5047,80.9275
3,93.5123,75.2102,82.3263
3,71.7555,100.07799999999999,136.382
3,328.14,190.738,150.016
3,275.699,148.19899999999998,113.0
3,196.641,124.095,96.1007
3,106.163,82.3302,81.472
3,107.34200000000001,83.0551,86.8288
3,69.6136,108.915,154.714
3,249.459,141.846,95.461
3,63.7251,70.7551,85.7151
3,3505.59,33552.8,-2089.05
3,6036.88,-877.238,-414.77099999999996
3,350.44599999999997,210.56900000000002,168.678
3,109.073,200.054,292.835
3,352.727,227.393,170.317
3,85.8272,148.994,215.65599999999998
3,221.731,132.524,95.00299999999999
3,275.892,143.17,106.994
3,417.439,346.774,252.923
3,251.49599999999998,131.09799999999998,88.904
3,117.35,76.6049,70.3452
3,114.631,77.125,80.7221
3,65.0046,70.5956,85.2724
3,2658.21,826.942,756.5060000000001
3,535.668,310.78,215.497
3,72.0265,93.0578,124.719
3,92.2066,74.0037,75.1965
3,103.51,188.043,278.997
3,258.557,176.71,200.752
3,116.837,149.622,242.37900000000002
3,75.6159,89.1591,112.586
3,124.014,229.484,339.586
3,460.655,922.5089999999999,1384.96
3,60.5119,69.4303,88.1182
3,361.61300000000006,224.36599999999999,170.821
3,575.548,299.455,205.78099999999998
3,720.057,431.19199999999995,349.116
3,157.895,304.913,451.01599999999996
3,247.107,487.654,724.0980000000001
3,77.4611,73.5293,82.9185
3,134.12,252.34400000000002,370.564
3,204.886,399.596,596.148
3,333.332,665.7260000000001,994.825
3,388.645,195.919,145.56799999999998
3,222.12099999999998,122.62,93.5132
3,4287.74,8574.56,12861.1
3,143.565,277.932,411.423
3,112.132,79.7711,79.1498
3,75.5181,115.743,162.815
3,67.5863,72.8277,88.6662
3,86.8559,71.8656,78.9832
3,311.265,624.404,935.3660000000001
3,71.5312,72.6735,83.4428
3,122.26,234.896,346.06699999999995
3,88.4601,73.2563,75.5936
3,68.6306,106.56700000000001,149.002
3,180.362,350.494,525.268
3,461.04699999999997,545.109,372.539
3,-650.092,-205.229,-131.493
3,442.689,290.46299999999997,224.983
3,65.3848,96.7822,132.328
3,103.37899999999999,73.8497,75.0435
3,308.918,611.21,914.466
3,89.9863,77.6687,80.9252
3,66.3282,101.405,141.85399999999998
3,695.955,391.50800000000004,651.575
3,67.5996,79.7693,98.4724
3,82.4494,140.718,203.347
3,68.7441,84.8482,114.042
3,81.7508,103.12200000000001,128.68200000000002
3,294.905,588.9680000000001,879.196
3,79.666,138.119,202.485
3,145.35,273.309,408.31699999999995
3,71.0921,100.339,137.996
3,168.169,91.2316,75.9513
3,97.8912,73.8812,73.0052
3,73.5017,95.8429,135.849
3,268.515,531.538,792.475
3,2270.08,-653.612,-409.277
3,149.016,287.45599999999996,425.17800000000005
3,522.148,292.988,186.57
3,116.785,78.0958,81.5607
3,592.576,1167.51,1756.37
3,155.28799999999998,303.178,449.966
3,1906.88,-2138.06,4298.59
3,167.05900000000003,322.623,481.536
3,65.3858,88.1623,122.09700000000001
3,366.264,728.811,1089.94
3,68.9028,96.8853,137.738
3,266.237,213.855,225.047
3,131.489,247.097,365.045
3,61.868,66.97,82.7178
3,559.681,1107.87,1681.44
3,605.5980000000001,256.23400000000004,170.178
3,248.18400000000003,179.71900000000002,149.30100000000002
3,129.674,241.726,358.884
3,70.7594,93.2527,125.53
3,134.549,257.697,388.50199999999995
3,285.176,570.03,851.855
3,500.163,418.95599999999996,342.108
3,114.009,202.924,301.835
3,86.3402,71.3952,81.0105
3,95.5778,168.547,246.938
3,74.2912,110.413,159.006
3,120.715,223.747,331.356
3,108.19200000000001,204.422,306.12
3,640.879,1278.24,1914.47
3,1425.82,2853.07,4276.08
3,80.8586,69.0269,74.9684
3,69.7808,75.0007,97.9736
3,173.135,93.4479,84.1708
3,76.4141,129.238,185.41400000000002
3,171.582,87.9696,74.2486
3,110.141,187.68599999999998,280.144
3,66.3136,69.4767,86.0815
3,66.712,72.8593,85.3809
3,107.42399999999999,196.294,288.007
3,79.4216,131.726,191.782
3,658.334,1313.71,1958.21
3,142.74,262.556,385.76300000000003
3,60.9543,70.5791,87.6642
3,231.05599999999998,182.989,110.83200000000001
3,76.8995,125.514,179.063
3,75.8707,84.8702,104.25299999999999
3,546.516,256.153,226.877
3,85.5671,70.73899999999999,75.8145
3,1447.62,556.3380000000001,343.37300000000005
3,72.6303,106.584,144.392
3,102.988,73.9988,70.1347
3,1014.64,1251.79,842.113
3,71.5619,88.6268,123.198
3,79.7592,139.04399999999998,200.327
3,125.583,236.125,347.914
3,134.875,257.745,385.394
3,320.257,635.673,951.268
3,103.83,77.8744,82.1212
3,427.59,853.8810000000001,1276.6
3,560.37,301.26099999999997,381.725
3,129.094,244.673,364.02099999999996
3,71.2687,100.448,139.22
3,63.0031,70.308,85.2878
3,66.7666,73.6086,92.2359
3,405.82199999999995,206.576,149.02200000000002
3,842.9860000000001,1685.25,2527.18
3,135.861,255.835,377.994
3,380.89599999999996,385.506,365.509
3,-1342.51,-424.355,-209.40599999999998
3,391.68699999999995,219.10299999999998,142.50799999999998
3,79.2896,85.616,107.12100000000001
3,452.468,900.28,1349.94
3,226.623,103.818,77.2741
3,73.6978,88.134,115.301
3,138.031,260.923,386.269
3,86.5958,153.844,223.578
3,62.7772,68.7132,84.3274
3,90.6555,85.9395,110.244
3,1039.68,2080.56,3120.34
3,80.9641,68.0283,73.2266
3,795.824,347.765,336.79
3,118.96799999999999,214.57,320.029
3,439.6,301.11400000000003,215.264
3,82.7419,135.424,183.11900000000003
3,89.8543,71.4742,75.277
3,68.9171,87.9598,117.491
3,795.957,655.405,346.23699999999997
3,273.83799999999997,537.414,801.221
3,845.9019999999999,1688.75,2535.93
3,218.15599999999998,430.094,635.938
3,1308.1,453.754,485.333
3,197.3,385.79400000000004,577.521
3,140.776,267.365,398.30199999999996
3,222.30200000000002,139.909,110.117
3,92.5039,163.40200000000002,238.185
3,179.908,101.62799999999999,89.7899
3,93.0558,172.33599999999998,258.44
3,79.7161,135.843,195.497
3,244.09,479.673,718.046
3,67.9943,88.3624,121.208
3,113.919,76.6269,81.0722
3,60.3759,70.1054,91.2031
3,133.761,252.497,378.718
3,70.6619,94.8398,131.955
3,89.98299999999999,113.33,136.814
3,172.715,330.61400000000003,483.765
3,74.8887,78.5581,98.2668
3,200.792,394.00800000000004,590.755
3,64.8368,88.8475,122.99
3,1281.43,2562.37,3839.47
3,343.413,203.332,150.149
3,93.2564,103.32700000000001,131.86700000000002
3,90.2101,156.093,226.11700000000002
3,400.99699999999996,310.97700000000003,213.018
3,250.435,117.62899999999999,91.1428
3,67.744,81.5818,112.545
3,244.7,152.145,104.667
3,214.347,419.085,627.15
3,94.9092,72.7582,75.2946
3,234.361,462.25,691.538
3,160.132,312.705,465.555
3,181.308,353.668,528.512
3,802.008,843.045,659.8610000000001
3,98.4221,171.33900000000003,247.18
3,100.21799999999999,179.075,260.356
3,100.279,74.0077,76.192
3,81.5572,76.4735,86.8212
3,70.5565,90.1676,118.936
3,1975.43,486.81699999999995,338.533
3,66.73,87.2721,119.82700000000001
3,1027.19,903.051,599.4259999999999
3,111.291,203.34400000000002,300.616
3,70.3962,107.064,149.899
3,60.8415,81.0314,105.87200000000001
3,78.0973,131.37,189.37400000000002
3,749.373,1485.48,2225.28
3,109.697,70.4593,68.9001
3,85.61,152.839,224.989
3,69.2079,100.751,143.751
3,80.8807,131.641,188.253
3,81.7855,76.2908,85.4639
3,67.7839,100.65700000000001,138.30100000000002
3,491.561,267.723,206.373
3,96.2673,71.283,75.609
3,111.963,205.417,303.04
3,72.6361,84.939,101.432
3,70.8196,100.49600000000001,137.651
3,414.561,213.63099999999997,164.104
3,230.709,454.17199999999997,684.17
3,70.5991,109.788,156.369
3,2741.47,5480.73,8218.21
3,138.243,263.14,391.222
3,75.8996,94.6094,120.522
3,79.0814,117.542,165.218
3,236.21900000000002,467.166,700.669
3,80.6782,70.205,77.5354
3,1511.16,1067.45,558.2869999999999
3,789.69,970.03,610.908
3,98.9223,73.3799,77.9438
3,568.081,1128.65,1698.17
3,81.1073,145.171,217.97799999999998
3,505.995,316.124,226.18200000000002
3,82.385,134.588,193.955
3,110.77600000000001,75.3793,70.2265
3,4366.3,8732.86,13098.5
3,584.144,1167.09,1736.54
3,414.915,258.242,203.27700000000002
3,302.254,598.368,895.882
3,81.9884,143.08700000000002,208.46200000000002
3,186.15,360.29400000000004,538.632
3,297.834,583.944,875.0269999999999
3,89.2845,161.951,237.975
3,66.4897,97.0159,137.127
3,95.7416,76.4245,73.1206
3,75.0943,82.4011,109.24600000000001
3,1070.75,2138.3,3205.28
3,62.4805,71.6756,82.7574
3,79.0497,133.266,190.859
3,140.076,83.3516,72.8446
3,156.572,304.078,452.83
3,72.0001,74.9247,89.7179
3,384.151,761.8430000000001,1142.07
3,80.1775,138.94899999999998,201.16400000000002
3,218.882,126.302,97.1188
3,127.429,234.092,348.329
3,93.3448,71.7775,70.9356
3,417.77099999999996,830.98,1247.3
3,326.656,160.085,120.415
3,129.59799999999998,85.1264,74.0745
3,337.18,669.453,1001.02
3,62.5566,85.0882,121.259
3,68.8825,78.0749,99.5368
3,338.406,168.715,115.03
3,149.158,287.103,424.815
3,469.74,458.639,357.543
3,66.0529,67.1324,80.9481
3,103.925,185.705,268.715
3,158.09799999999998,294.71299999999997,442.711
3,433.659,217.05,197.016
