62.7642, 125.779, 188.641
84.2815, 168.472, 250.78
524.476, 1051.02, 1571.54
64.5068, 128.967, 192.551
78.3957, 156.001, 234.346
0.867729, 1.80182, 2.85271
17.8028, 35.6717, 53.3526
2.2928, 4.64693, 6.89811
39.5412, 78.6066, 117.889
7.76403, 15.5976, 23.1913
189.67, 379.716, 568.581
66.0475, 132.92, 198.527
89.8294, 179.64, 269.353
11.2302, 22.3751, 33.4704
323.061, 646.555, 967.449
118.328, 236.687, 354.643
1.13, 2.28876, 3.20834
182.742, 366.245, 547.787
66.6018, 132.945, 199.418
17.2039, 34.1566, 51.502
139.05, 278.01, 416.549
209.347, 417.793, 627.557
10.7686, 21.546, 32.345
36.7401, 73.5358, 110.686
4.43949, 8.86695, 13.3352
58.2735, 117.105, 175.031
19.1455, 37.8678, 56.9751
53.3202, 106.893, 160.456
440.256, 879.745, 1319.26
98.5518, 197.129, 295.928
648.955, 1298.17, 1941.1
599.765, 1199.82, 1795.72
21.4011, 42.6558, 64.0025
22.5141, 45.1222, 67.6332
0.677852, 1.05986, 1.41112
1.59847, 3.12797, 4.57042
42.3106, 84.8211, 127.196
75.4393, 150.951, 226.178
24.4417, 48.5837, 72.8644
391.507, 785.909, 1175.88
28.1641, 56.7928, 84.5985
51.8188, 103.725, 155.263
48.0372, 96.6255, 144.536
0.10875, 0.0288237, 0.00384315
0.882014, 2.33858, 3.07656
6.84253, 13.6953, 20.9052
122.951, 246.58, 369.4
134.208, 268.291, 401.661
-0.17688, -0.0691494, -0.0376736
10.0979, 20.0068, 29.5347
189.998, 379.494, 568.401
97.6131, 196.049, 293.611
13.5901, 26.8579, 40.149
23.0875, 46.285, 69.445
21.6454, 43.3224, 64.1372
210.675, 421.405, 632.192
49.857, 100.274, 149.805
12.858, 25.6982, 38.8598
1.04086, 2.05615, 3.00279
4.41209, 8.38215, 12.6106
8.65504, 16.6434, 24.8716
14.1013, 28.023, 42.3784
32.3337, 64.5412, 96.3548
11.6495, 23.1336, 34.994
18.46, 36.5614, 54.6496
34.8516, 69.7029, 104.246
13.2845, 26.3576, 39.6296
4.17521, 8.19526, 12.111
82.1768, 164.373, 246.974
66.316, 132.575, 198.839
6.18255, 12.4436, 18.5213
14.0977, 27.8504, 41.5811
96.6302, 193.457, 290.683
1.6258, 3.08359, 4.67587
0.728871, 1.35021, 1.95542
19.2242, 38.4625, 57.0131
53.4999, 107.302, 160.976
11.9435, 23.7286, 35.4897
183.407, 367.43, 551.089
4.2341, 8.42432, 12.448
18.9383, 37.6098, 56.0505
20.0228, 39.932, 59.9546
115.09, 230.538, 345.742
89.4855, 178.697, 268.074
27.5412, 55.2297, 82.0074
742.529, 1485.81, 2226.6
1.98241, 3.89386, 5.83807
38.0575, 75.9569, 113.849
90.6448, 181.33, 272.156
203.137, 406.027, 609.061
1.54928, 3.44168, 5.08686
172.552, 344.108, 515.967
193.084, 386.232, 578.942
1.98483, 4.10266, 6.21946
18.2016, 36.6535, 55.139
22.1344, 44.1485, 66.4226
2.7429, 5.58852, 8.25434
-0.250587, 0.0284498, 0.200001
68.6408, 136.617, 204.875
574.073, 1145.52, 1714.42
55.2117, 109.965, 165.192
13.0101, 25.6965, 38.6047
0.602673, 1.3952, 2.32162
79.0228, 158.419, 237.354
74.6574, 150.114, 224.248
-0.175644, -0.56142, -0.880628
63.2679, 126.538, 189.257
-0.224869, -0.451585, -0.370405
0.716731, 1.68392, 2.71774
1.3114, 2.76785, 4.24573
310.492, 620.729, 931.171
564.054, 1128.15, 1688.42
17.7453, 35.8791, 53.3316
4.62334, 8.87685, 13.2328
14.9533, 29.8431, 44.9366
305.02, 610.8, 914.089
12.0419, 23.5982, 35.5196
4.98843, 9.94804, 15.041
79.0902, 158.083, 237.3
1.33654, 2.96023, 4.31824
114.049, 230.014, 347.319
17.7516, 35.2915, 53.0885
23.2104, 46.5164, 69.859
19.2207, 38.3184, 58.0697
109.711, 219.612, 329.888
113.761, 227.315, 339.939
14.3473, 28.604, 42.822
63.7028, 127.039, 190.476
49.7364, 99.7797, 149.231
1.67291, 3.73335, 5.35868
19.5086, 39.1753, 58.9614
8.22167, 16.333, 24.4042
206.682, 413.766, 619.846
11.7256, 23.3852, 35.4076
77.5584, 154.987, 232.154
