6.32934, 12.8117, 19.2737
2.21716, 4.33752, 6.33095
179.845, 360.767, 539.404
35.7627, 71.7665, 107.278
0.281265, 1.21083, 1.8211
9.53065, 19.4574, 29.1534
149.792, 299.379, 450.255
9.25037, 17.8198, 26.5417
86.6942, 174.045, 261.168
32.1823, 64.0028, 96.1189
182.93, 367.055, 548.304
3.26535, 6.50788, 10.0674
5.50036, 11.809, 17.3773
52.9152, 105.001, 157.645
0.80335, 2.11932, 3.46265
1.23968, 2.22385, 3.03712
9.89357, 19.656, 29.255
2.63186, 5.53048, 8.72989
1.93428, 3.9393, 6.18511
5.96943, 11.6553, 17.299
124.685, 248.552, 373.691
3.38466, 7.04099, 10.6527
667.217, 1333.8, 1990.7
65.5781, 130.918, 197.23
3.37785, 7.00212, 10.5466
59.5629, 119.166, 178.413
40.5912, 81.6935, 122.732
3.20939, 7.27984, 10.1871
1.72313, 3.2217, 4.97951
13.5318, 27.1874, 40.5788
1.55892, 3.39612, 4.99848
335.492, 670.485, 1004.99
47.9315, 96.5125, 144.38
110.812, 220.767, 331.784
440.939, 882.323, 1322.44
1.07999, 2.64201, 4.27007
-0.757566, -1.3751, -1.92759
3.42273, 6.74405, 9.99298
290.195, 581.922, 870.865
6.84196, 13.4061, 20.5023
58.7727, 117.954, 176.914
0.890982, 2.53727, 3.33529
23.3098, 46.0524, 69.1708
29.2056, 58.2817, 87.5035
-0.247764, -0.385292, -0.163565
113.256, 226.514, 340.065
20.4795, 41.5044, 62.0709
197.358, 396.09, 593.025
9.78947, 19.8885, 29.6604
54.5127, 109.69, 164.181
179.898, 360.597, 539.62
19.7328, 39.5235, 59.7905
24.5511, 48.7965, 73.0614
98.9477, 197.532, 295.791
244.893, 487.525, 730.22
3.68789, 7.1721, 10.3045
117.706, 235.676, 352.05
48.6044, 96.987, 144.985
111.107, 222.346, 332.728
344.204, 688.408, 1032.59
28.1747, 56.7777, 85.3013
33.6961, 68.2489, 102.51
15.223, 31.7708, 47.5122
4.44529, 8.15709, 12.8576
22.3422, 44.8608, 67.1168
587.573, 1173.01, 1760.82
76.6093, 153.41, 230.087
54.9199, 109.207, 164.038
0.866342, 1.64321, 2.96029
68.2002, 135.875, 204.103
27.9291, 56.4857, 85.0023
788.446, 1558.16, 2332.99
4.83516, 9.18521, 13.6175
428.681, 856.729, 1282.92
224.901, 450.95, 674.717
21.1921, 41.648, 62.9825
93.3561, 187.906, 282.218
85.2374, 170.136, 254.517
435.716, 868.895, 1301.94
2.39315, 4.89508, 7.08993
102.686, 206.211, 309.587
78.073, 156.129, 234.675
5.99812, 11.7134, 17.9861
1.09171, 1.72373, 2.23642
7.02724, 13.968, 20.66
343.166, 683.856, 1030.64
118.351, 237.534, 355.241
183.703, 368.636, 551.299
21.2275, 42.2986, 63.9843
14.2978, 28.4883, 42.2923
28.4494, 58.0636, 87.6619
172.624, 346.178, 518.908
160.441, 321.554, 482.692
264.27, 530.082, 791.451
10.4583, 20.4503, 30.1701
71.3072, 142.485, 213.876
336.315, 671.868, 1009.14
54.1519, 108.242, 162.178
8.45978, 16.6001, 25.3679
2.66947, 5.69788, 8.91225
4.27147, 8.43865, 12.2563
