5 5 23 11 7 0 0 5 0 0 0 0 0.0 0 160.514 0
14 30 9 10 17 132 43 7 0 0 30 44 1.4666666666666666 1 12485.066 0
4 8 1 0 1 22 7 6 0 0 0 0 0.0 0 0.0 1
4 6 0 0 0 84 58 16 0 0 5 5 1.0 1 0.0 1
11 23 8 20 26 2 0 5 0 0 5 6 1.2 1 0.0 1
1 1 0 0 0 0 0 7 0 0 0 0 0.0 0 0.0 1
14 30 67 51 49 226 90 16 3390 29 28 96 3.4285714285714284 0 24040.701 1
13 29 8 8 15 11 7 14 169 0 2 5 2.5 0 14771.293 0
11 25 15 17 17 7 5 5 0 0 8 8 1.0 6 2978.935 0
14 30 101 97 106 135 80 13 0 0 9 15 1.6666666666666667 3 6570.515 0
14 30 28 23 26 61 11 4 0 0 25 37 1.48 1 6596.734 1
3 3 0 0 0 0 0 6 0 0 0 0 0.0 0 0.0 1
3 3 0 0 0 0 0 10 24 29 1 1 1.0 0 0.0 0
14 30 64 73 83 19 4 6 0 0 30 71 2.3666666666666667 3 13457.267 0
14 30 14 26 38 156 34 17 1496 0 1 4 4.0 0 0.0 1
1 1 43 21 13 2 2 4 0 0 2 10 5.0 1 3860.745 1
6 9 0 1 1 34 13 7 0 0 1 2 2.0 0 294.609 0
1 1 4 2 1 0 0 10 0 0 0 0 0.0 0 0.0 0
14 27 29 25 18 0 0 12 0 0 9 13 1.4444444444444444 1 36.93 1
7 14 45 23 28 9 1 5 0 0 5 10 2.0 3 6239.478 1
3 3 0 0 0 1 0 3 0 0 0 0 0.0 0 0.0 1
14 28 16 15 18 6 2 7 0 0 2 2 1.0 2 1376.846 0
14 26 90 71 57 10 6 13 0 0 8 9 1.125 0 3124.276 1
14 30 171 129 123 169 46 12 255 3 10 48 4.8 10 23546.537 1
1 3 0 0 0 2 1 11 0 0 0 0 0.0 0 0.0 0
14 30 35 41 59 845 445 8 0 0 4 7 1.75 1 4863.287 0
14 30 61 48 71 59 53 11 0 0 28 299 10.678571428571429 2 4547.297 1
1 3 0 0 0 2 0 10 0 0 0 0 0.0 0 0.0 0
10 25 0 0 35 0 0 7 0 0 21 84 4.0 7 7.543 1
14 30 35 57 80 5 5 14 0 0 28 43 1.5357142857142858 0 3527.307 1
1 1 0 0 0 2 2 9 0 0 0 0 0.0 0 0.0 1
14 30 7 8 8 24 7 6 2 0 30 345 11.5 2 3800.866 1
14 30 12 15 21 0 0 4 0 0 30 63 2.1 1 8387.784 1
14 30 62 58 61 1 1 12 14 2 20 27 1.35 2 7267.203 0
8 19 21 14 20 5 1 12 2 0 1 1 1.0 0 8765.33 1
10 17 60 50 45 47 26 0 740 10 6 11 1.8333333333333333 3 19456.883 1
6 6 63 31 19 6 6 21 0 0 4 11 2.75 1 0.0 1
5 9 0 0 0 37 10 8 0 0 1 1 1.0 0 0.0 0
14 30 37 62 64 10 7 10 0 0 26 80 3.0769230769230766 4 21276.965 0
14 30 95 80 97 7 0 12 0 0 3 3 1.0 1 773.213 1
11 26 1 5 5 12 10 4 0 2 21 26 1.238095238095238 1 1773.097 1
14 30 7 4 8 20 20 17 0 0 3 3 1.0 0 178.191 1
4 8 0 0 0 4 4 10 0 0 1 1 1.0 0 0.0 0
1 2 0 0 0 6 2 7 0 0 0 0 0.0 0 0.0 0
14 24 71 60 56 0 0 16 0 0 25 149 5.96 5 7951.542 1
3 3 5 2 1 1 0 10 1 0 4 32 8.0 3 0.0 0
6 18 7 4 20 5 0 4 0 0 2 3 1.5 0 4175.488 1
14 30 10 23 44 4 3 16 0 1 28 46 1.6428571428571428 4 0.0 0
14 30 36 41 79 40 10 3 598 8 27 42 1.5555555555555556 1 1920.03 0
12 28 0 1 4 5 1 7 0 0 28 86 3.071428571428572 1 4238.096 1
14 30 47 55 133 113 9 31 39 7 30 44 1.4666666666666666 1 1337.506 0
6 15 24 19 45 58 17 5 0 0 4 4 1.0 0 0.0 1
13 29 16 20 29 50 25 4 0 0 6 8 1.3333333333333333 2 0.0 1
8 12 3 4 3 0 0 4 0 0 9 11 1.2222222222222223 0 2096.225 1
14 30 45 66 112 2 0 11 0 0 30 270 9.0 0 2128.136 1
14 28 16 13 18 0 0 6 0 0 29 450 15.517241379310345 5 4772.933 0
13 27 28 29 30 14 2 2 1168 0 0 0 0.0 0 2990.885 0
14 30 15 16 20 41 12 4 0 0 14 21 1.5 1 2365.553 1
13 29 1 1 1 0 0 2 0 0 28 44 1.5714285714285714 0 224.303 1
1 2 0 0 0 2 0 21 0 0 0 0 0.0 0 0.0 0
14 14 61 59 35 1 0 14 0 0 11 38 3.4545454545454546 3 505.325 1
14 29 8 19 22 5 0 4 0 0 29 97 3.3448275862068964 2 2465.283 1
4 16 12 8 8 1 0 4 0 0 12 16 1.3333333333333333 0 0.0 1
14 30 16 18 28 11 6 9 0 0 2 2 1.0 1 0.0 1
14 30 9 17 25 6 2 10 206 0 2 3 1.5 1 3479.817 1
6 8 6 5 3 1 0 3 0 0 1 1 1.0 1 137.346 0
14 28 27 33 39 1 0 6 0 0 16 24 1.5 2 10819.198 1
7 10 35 28 19 30 29 14 0 0 3 10 3.333333333333333 2 11828.459 0
1 9 0 0 3 0 0 3 0 0 1 2 2.0 0 0.0 1
14 30 52 42 34 10 0 5 0 0 30 479 15.966666666666667 16 42943.878 1
14 30 3 4 4 0 0 7 0 0 30 95 3.1666666666666665 7 1697.581 0
13 28 11 11 23 18 15 6 0 0 0 0 0.0 0 358.151 0
13 28 23 18 16 47 12 7 1059 0 2 2 1.0 0 0.0 1
14 30 163 142 237 33 10 4 0 0 7 9 1.2857142857142858 3 11027.352 0
14 30 41 29 51 111 82 4 0 0 30 63 2.1 1 562.747 1
5 6 0 0 0 2 0 24 0 0 7 7 1.0 0 5190.237 1
4 9 0 2 2 3 0 9 0 0 0 0 0.0 0 2840.551 0
13 15 25 69 53 2 0 4 19 2 15 136 9.066666666666666 6 0.0 0
2 4 0 0 0 139 5 3 0 0 0 0 0.0 0 0.0 0
14 30 12 9 10 16 7 4 0 0 30 75 2.5 0 10335.025 1
10 22 7 20 23 12 5 5 0 0 2 2 1.0 0 0.0 0
1 3 0 0 2 0 0 5 0 0 0 0 0.0 0 0.0 1
12 20 38 56 43 3 3 7 1 0 2 2 1.0 1 0.0 0
14 30 159 128 101 11 5 12 66 5 10 12 1.2 2 0.0 0
1 1 0 0 0 8 1 10 0 0 1 1 1.0 0 0.0 0
13 29 4 6 13 15 3 9 12 0 28 43 1.5357142857142858 3 4964.731 0
10 19 0 0 0 8 3 5 0 0 19 23 1.2105263157894737 0 70.13 0
14 30 24 21 18 12 1 3 0 0 30 184 6.133333333333334 6 0.0 0
9 13 1 0 0 3 2 9 35 0 1 1 1.0 0 0.0 1
4 14 1 1 2 3 0 5 0 0 8 14 1.75 0 0.0 0
0 0 0 0 0 0 0 5 0 0 0 0 0.0 0 0.0 0
14 30 14 10 19 95 1 8 0 0 28 44 1.5714285714285714 1 0.0 1
11 22 6 8 10 3 1 6 0 0 0 0 0.0 0 698.739 1
14 29 73 53 54 22 22 6 49 0 11 15 1.3636363636363635 1 27414.966 0
14 30 30 32 53 30 10 16 0 0 27 46 1.7037037037037035 1 21848.154 1
14 29 51 71 88 8 4 2 0 0 9 12 1.3333333333333333 0 6027.733 0
11 20 24 20 19 16 4 5 0 0 3 4 1.3333333333333333 1 480.028 1
11 13 3 17 10 71 39 5 0 0 0 0 0.0 0 0.0 0
14 30 63 73 80 92 78 11 1532 2 1 1 1.0 0 668.053 1
13 26 5 7 11 61 26 13 0 0 1 1 1.0 0 0.0 0
14 30 89 60 70 17 8 9 33 11 30 142 4.733333333333333 4 8256.359 1
14 30 22 23 35 0 0 6 0 0 1 2 2.0 0 0.0 0
13 29 7 14 24 32 0 14 1066 1 5 5 1.0 0 0.0 1
14 30 44 54 90 3 2 12 0 0 5 7 1.4 2 11002.742 1
14 30 74 69 74 0 0 4 0 0 23 24 1.0434782608695652 0 8350.615 1
11 20 74 60 56 888 5 16 0 0 6 7 1.1666666666666667 1 0.0 1
13 28 46 26 34 1 0 9 0 0 11 18 1.6363636363636365 1 1576.286 0
14 30 14 15 18 11 9 5 0 0 30 385 12.833333333333336 5 1992.144 1
5 5 125 62 37 19 18 24 0 0 6 9 1.5 0 32273.156 0
6 18 3 6 12 1 0 7 0 0 3 3 1.0 0 0.0 1
13 29 22 14 22 43 12 4 0 0 1 1 1.0 0 12855.481 1
8 18 22 34 34 10 8 10 0 0 3 5 1.6666666666666667 0 1410.925 0
14 30 51 69 106 41 15 5 0 0 8 9 1.125 0 1765.494 0
14 30 118 164 239 2 0 14 49 0 29 241 8.310344827586206 16 13883.514 1
14 30 31 25 29 115 75 4 309 11 29 160 5.517241379310344 4 2880.237 0
1 1 2 1 0 0 0 6 0 0 0 0 0.0 0 1161.655 1
14 30 19 17 25 17 8 8 0 0 29 66 2.2758620689655173 10 1286.231 0
14 30 82 138 181 42 13 6 0 0 16 24 1.5 0 22975.708 1
14 25 94 87 62 9 3 7 0 0 0 0 0.0 0 1961.474 0
13 27 44 74 83 6 2 7 0 0 4 5 1.25 0 8620.926 0
6 7 15 10 6 0 0 12 100 0 0 0 0.0 0 0.0 1
10 24 20 12 15 17 10 9 0 0 5 8 1.6 0 0.0 0
14 30 50 40 69 280 244 15 374 17 12 81 6.75 1 4194.636 1
14 30 47 44 55 69 32 9 0 0 30 86 2.8666666666666667 0 4299.438 0
1 1 0 0 0 0 0 18 0 0 1 1 1.0 0 0.0 1
14 30 31 34 71 160 121 10 354 1 30 118 3.933333333333333 9 11626.204 1
14 30 53 36 38 1411 1040 10 0 0 0 0 0.0 0 16846.071 0
14 30 20 17 32 1 1 6 0 0 30 44 1.4666666666666666 1 9061.858 0
13 27 3 4 10 12 6 5 0 11 14 42 3.0 0 0.0 0
14 25 107 88 90 148 21 31 2 0 25 153 6.12 0 12474.046 1
10 18 55 85 70 7 3 5 0 0 10 17 1.7 3 12920.789 0
13 29 14 19 32 2 1 10 0 0 8 9 1.125 1 9872.249 1
14 30 55 56 78 347 195 5 61 0 29 66 2.2758620689655173 1 3176.965 1
8 19 56 60 78 5 5 6 0 0 8 17 2.125 1 7217.956 1
14 30 67 55 59 107 7 7 0 0 27 38 1.4074074074074074 0 8130.433 0
4 8 0 0 1 3 1 0 0 0 1 1 1.0 0 0.0 0
14 29 45 53 63 1 0 12 0 0 27 72 2.6666666666666665 4 7354.548 1
3 9 1 0 0 8 1 14 0 0 3 4 1.3333333333333333 1 0.0 0
7 13 50 25 43 35 25 5 0 0 11 18 1.6363636363636365 1 13819.789 1
5 8 3 2 2 14 7 5 0 0 1 1 1.0 0 0.0 0
14 30 75 50 53 2 1 11 0 0 3 4 1.3333333333333333 3 0.0 0
2 2 7 3 2 20 0 19 0 0 1 1 1.0 0 0.0 1
14 30 20 21 30 0 0 8 0 0 28 33 1.1785714285714286 1 4072.77 0
10 21 0 1 1 5 0 40 0 0 19 22 1.1578947368421053 1 32.18 0
4 4 22 11 6 0 0 5 0 7 4 7 1.75 1 10101.474 1
13 24 0 0 0 0 0 4 0 0 9 13 1.4444444444444444 2 561.785 1
14 30 59 68 108 20 14 5 0 0 17 22 1.2941176470588236 2 0.0 0
14 29 48 30 75 31 9 15 27 0 25 28 1.12 1 1323.646 0
14 30 15 12 12 13 9 9 0 0 26 47 1.807692307692308 2 1728.379 1
3 6 0 0 0 2 1 4 0 0 0 0 0.0 0 0.0 0
8 11 0 2 1 18 5 4 0 0 3 4 1.3333333333333333 1 3694.679 1
14 30 2 7 19 4 2 7 0 0 30 397 13.233333333333333 1 2971.03 1
12 28 12 18 31 10 7 3 15 3 23 45 1.9565217391304348 7 147.032 0
14 30 62 44 36 9 4 5 0 0 29 65 2.2413793103448274 4 7008.634 1
5 6 0 0 0 10 1 5 0 0 0 0 0.0 0 0.0 0
7 11 0 2 1 1 1 8 0 0 0 0 0.0 0 0.0 0
13 29 3 4 6 0 0 13 0 0 21 21 1.0 0 0.0 0
14 29 26 22 24 8 0 17 0 0 30 67 2.2333333333333334 1 488.142 1
9 22 2 4 4 2 0 16 0 0 16 27 1.6875 5 172.517 0
14 30 10 17 25 102 54 12 266 0 1 1 1.0 0 0.0 0
14 30 125 92 93 58 18 4 0 0 9 9 1.0 1 0.0 0
14 29 6 8 10 1 0 4 0 0 15 38 2.533333333333333 2 0.0 0
5 5 27 13 8 0 0 5 0 0 0 0 0.0 0 0.0 0
4 11 24 19 65 1 1 0 0 0 6 11 1.8333333333333333 1 7136.071 0
3 16 0 0 8 130 11 2 1597 23 0 0 0.0 0 0.0 0
14 30 201 169 188 141 43 5 588 0 30 394 13.133333333333333 5 15392.474 0
14 25 49 52 49 3 2 5 0 0 21 25 1.1904761904761905 2 7515.059 0
13 18 15 27 18 3 0 4 0 0 8 25 3.125 4 0.0 1
14 30 29 47 72 54 8 4 191 21 3 8 2.6666666666666665 1 11850.881 1
13 24 15 22 26 2 0 6 0 0 21 27 1.2857142857142858 1 0.0 0
14 30 37 43 33 776 418 14 1144 0 0 0 0.0 0 194.927 0
14 29 2 2 3 2 2 4 0 0 29 52 1.7931034482758617 2 53.496 0
8 16 3 2 3 1 0 3 0 0 3 4 1.3333333333333333 0 0.0 1
9 22 55 42 57 16 1 4 0 0 20 29 1.45 2 5538.259 1
4 4 3 9 5 0 0 8 0 0 4 8 2.0 0 0.0 0
14 30 110 133 179 176 153 6 0 1 17 45 2.647058823529412 4 0.0 0
10 23 50 36 40 22 3 11 0 0 10 16 1.6 0 18390.961 1
14 22 268 286 233 13 2 9 0 0 19 27 1.4210526315789471 0 25063.267 1
5 12 1 2 6 11 8 8 0 0 3 4 1.3333333333333333 0 0.0 0
7 9 17 9 7 9 6 5 0 0 1 1 1.0 0 0.0 0
9 14 0 1 1 3 0 14 0 0 1 1 1.0 0 0.0 1
14 30 17 16 20 2 0 8 0 0 30 473 15.766666666666667 14 4736.587 0
13 29 2 4 15 9 5 3 0 0 13 28 2.1538461538461537 0 6397.45 0
9 20 192 194 211 359 205 18 38 21 6 10 1.6666666666666667 1 19387.902 1
12 17 26 32 23 3 1 9 0 0 1 1 1.0 1 0.0 0
2 2 0 0 0 1 1 7 0 0 1 2 2.0 1 11295.611 0
5 21 92 110 371 0 0 0 0 0 19 60 3.1578947368421053 1 0.0 0
14 23 43 43 46 1 0 3 0 0 24 404 16.833333333333332 18 20837.654 0
14 30 54 62 92 166 84 6 0 0 13 19 1.4615384615384617 0 0.0 0
14 30 5 5 6 22 1 2 0 0 21 25 1.1904761904761905 0 8031.526 1
1 7 0 0 1 0 0 3 0 0 4 5 1.25 2 0.0 1
11 16 7 5 4 32 18 2 0 0 1 1 1.0 0 2170.195 0
5 12 1 2 4 0 0 5 0 0 2 2 1.0 0 0.0 0
5 14 25 27 57 31 13 6 509 2 14 116 8.285714285714286 10 1018.133 1
14 30 20 18 20 3 1 4 0 0 30 106 3.533333333333333 8 3475.625 0
3 3 11 5 3 0 0 5 0 0 2 6 3.0 2 21728.441 1
14 30 77 90 136 174 98 3 0 2 3 4 1.3333333333333333 0 3313.856 0
14 30 65 46 54 22 11 9 0 0 10 11 1.1 0 0.0 1
14 30 24 28 49 6 2 11 0 0 30 253 8.433333333333334 6 2283.159 0
14 30 16 21 31 6 4 11 0 0 26 38 1.4615384615384617 2 3969.521 0
1 2 0 0 0 0 0 16 0 0 0 0 0.0 0 0.0 0
14 30 12 12 19 1 0 2 0 0 30 67 2.2333333333333334 1 7225.196 0
14 30 144 122 197 911 763 5 0 0 30 41 1.3666666666666667 1 17729.633 1
9 21 0 0 0 13 12 4 0 0 21 37 1.761904761904762 1 1406.786 0
14 29 30 45 42 1 1 7 0 0 24 52 2.1666666666666665 6 1922.691 0
14 30 0 0 1 2 1 10 0 0 30 31 1.0333333333333334 0 620.215 0
4 7 1 0 0 3 0 5 0 0 0 0 0.0 0 0.0 0
14 28 74 74 59 25 17 6 0 11 2 6 3.0 2 430.114 0
1 7 0 4 12 2 0 2 0 0 0 0 0.0 0 0.0 0
14 30 84 93 120 144 3 9 0 0 9 11 1.2222222222222223 1 15722.26 1
4 8 0 0 0 1 0 13 0 0 0 0 0.0 0 0.0 0
1 3 0 0 0 0 0 7 0 0 1 2 2.0 0 0.0 0
11 20 2 16 13 284 170 6 0 0 0 0 0.0 0 0.0 0
3 5 0 0 0 0 0 4 0 0 0 0 0.0 0 0.0 0
14 29 3 7 10 0 0 2 0 0 28 33 1.1785714285714286 1 6332.213 1
14 30 15 19 18 39 14 7 69 0 25 45 1.8 17 7491.139 1
11 24 28 37 83 6 5 6 0 0 7 7 1.0 1 8704.677 0
7 22 12 24 47 6 2 2 0 0 3 3 1.0 2 6849.155 0
14 30 38 29 27 36 34 12 7 0 29 148 5.1034482758620685 24 11457.295 1
14 30 74 110 193 29 16 11 0 0 6 10 1.6666666666666667 0 10856.55 1
12 17 1 2 1 12 12 14 2 1 15 55 3.6666666666666665 5 57.496 0
14 30 38 30 57 34 21 5 355 0 15 30 2.0 5 6906.038 1
3 5 0 0 0 2 0 5 0 0 0 0 0.0 0 20.315 1
14 30 21 14 16 25 7 10 1958 1 4 32 8.0 2 34535.383 1
14 30 58 94 119 22 15 9 7994 0 8 10 1.25 0 10547.03 0
14 30 5 5 9 13 1 6 0 0 30 74 2.466666666666667 2 687.844 0
14 30 3 4 4 3 1 5 0 0 30 39 1.3 0 1573.816 1
14 30 71 51 47 17 6 9 0 0 30 99 3.3 2 6672.229 0
10 23 6 11 14 1 0 5 0 0 7 8 1.1428571428571428 4 0.0 0
9 20 20 16 27 18 14 2 0 0 0 0 0.0 0 131.539 0
11 26 2 1 1 39 23 8 0 0 7 7 1.0 0 365.469 1
13 29 13 11 15 18 13 6 0 0 29 173 5.965517241379311 4 10625.551 1
12 27 42 55 71 62 29 3 0 0 8 14 1.75 1 4356.402 1
8 15 8 5 7 10 0 4 0 0 4 9 2.25 0 0.0 0
4 9 0 0 0 0 0 9 0 0 0 0 0.0 0 0.0 1
13 21 12 15 14 22 21 2 84 0 22 97 4.409090909090909 6 0.0 0
14 25 0 2 2 8 0 4 0 0 3 3 1.0 0 2974.749 1
12 25 4 3 4 10 0 5 0 0 21 26 1.238095238095238 1 323.612 1
14 30 3 3 6 5 0 4 0 0 30 38 1.2666666666666666 4 1183.393 1
14 30 22 17 21 152 36 7 0 0 30 131 4.366666666666666 6 2994.85 1
0 0 0 0 0 0 0 4 0 0 1 3 3.0 0 10487.918 1
